1, 70, 80, 150
2, 69, 75, 144
3, 78, 78, 156
4, 73, 79, 152
5, 79, 88, 167
6, 84, 86, 170
7, 87, 88, 175
8, 90, 89, 179
9, 84, 95, 179
10, 90, 97, 187
11, 90, 89, 179
12, 82, 88, 170
13, 86, 92, 178
14, 85, 88, 173
15, 85, 92, 177
16, 81, 89, 170
17, 84, 90, 174
18, 85, 89, 174
19, 89, 91, 180
20, 76, 87, 163
21, 88, 91, 179
22, 86, 88, 174
23, 82, 86, 168
24, 84, 95, 179
25, 86, 90, 176
26, 85, 90, 175
27, 88, 94, 182
28, 81, 96, 177
29, 91, 88, 179
30, 85, 92, 177
31, 83, 90, 173
32, 89, 94, 183
33, 79, 88, 167
34, 79, 93, 172
35, 81, 90, 171
36, 83, 93, 176
37, 80, 86, 166
38, 81, 89, 170
39, 74, 90, 164
40, 82, 92, 174
41, 80, 87, 167
42, 85, 95, 180
43, 81, 84, 165
44, 88, 93, 181
45, 84, 90, 174
46, 83, 96, 179
47, 81, 92, 173
48, 89, 84, 173
49, 88, 90, 178
50, 85, 94, 179
51, 93, 94, 187
52, 92, 93, 185
53, 88, 96, 184
54, 81, 85, 166
55, 89, 90, 179
56, 87, 88, 175
57, 93, 94, 187
58, 91, 91, 182
59, 89, 93, 182
60, 92, 86, 178
61, 85, 86, 171
62, 85, 92, 177
63, 93, 83, 176
64, 86, 90, 176
65, 90, 78, 168
66, 88, 89, 177
67, 93, 94, 187
68, 89, 93, 182
69, 89, 86, 175
70, 87, 92, 179
71, 89, 85, 174
72, 87, 87, 174
73, 88, 90, 178
74, 90, 88, 178
75, 86, 87, 173
76, 86, 94, 180
77, 79, 87, 166
78, 92, 90, 182
79, 84, 93, 177
80, 84, 93, 177
81, 84, 91, 175
82, 87, 94, 181
83, 85, 88, 173
84, 89, 91, 180
85, 80, 92, 172
86, 79, 90, 169
87, 83, 91, 174
88, 84, 95, 179
89, 81, 93, 174
90, 81, 90, 171
91, 87, 90, 177
92, 82, 93, 175
93, 81, 90, 171
94, 77, 95, 172
95, 79, 91, 170
96, 78, 92, 170
97, 87, 96, 183
98, 87, 99, 186
99, 85, 94, 179
100, 83, 92, 175