1, 76, 74, 150
2, 68, 74, 142
3, 78, 70, 148
4, 82, 84, 166
5, 81, 79, 160
6, 88, 84, 172
7, 84, 73, 157
8, 86, 84, 170
9, 86, 91, 177
10, 89, 89, 178
11, 89, 91, 180
12, 89, 90, 179
13, 82, 91, 173
14, 84, 90, 174
15, 88, 96, 184
16, 82, 92, 174
17, 81, 89, 170
18, 80, 90, 170
19, 85, 91, 176
20, 89, 88, 177
21, 76, 93, 169
22, 86, 93, 179
23, 78, 88, 166
24, 82, 91, 173
25, 79, 95, 174
26, 78, 97, 175
27, 87, 93, 180
28, 84, 92, 176
29, 73, 94, 167
30, 78, 94, 172
31, 77, 93, 170
32, 82, 93, 175
33, 79, 94, 173
34, 74, 92, 166
35, 76, 92, 168
36, 84, 90, 174
37, 83, 93, 176
38, 73, 87, 160
39, 82, 94, 176
40, 76, 96, 172
41, 86, 94, 180
42, 87, 95, 182
43, 86, 95, 181
44, 92, 89, 181
45, 88, 94, 182
46, 84, 90, 174
47, 86, 94, 180
48, 90, 91, 181
49, 90, 90, 180
50, 87, 89, 176
51, 81, 90, 171
52, 87, 89, 176
53, 94, 89, 183
54, 85, 91, 176
55, 89, 97, 186
56, 94, 91, 185
57, 92, 90, 182
58, 86, 93, 179
59, 94, 87, 181
60, 92, 88, 180
61, 89, 90, 179
62, 92, 89, 181
63, 83, 88, 171
64, 86, 89, 175
65, 92, 93, 185
66, 86, 89, 175
67, 89, 92, 181
68, 81, 89, 170
69, 86, 89, 175
70, 86, 91, 177
71, 85, 88, 173
72, 87, 91, 178
73, 90, 89, 179
74, 84, 90, 174
75, 88, 92, 180
76, 87, 93, 180
77, 84, 91, 175
78, 79, 95, 174
79, 86, 90, 176
80, 82, 88, 170
81, 82, 93, 175
82, 81, 94, 175
83, 78, 93, 171
84, 84, 90, 174
85, 82, 90, 172
86, 79, 89, 168
87, 80, 91, 171
88, 79, 94, 173
89, 83, 91, 174
90, 88, 93, 181
91, 84, 90, 174
92, 77, 93, 170
93, 80, 91, 171
94, 84, 90, 174
95, 86, 87, 173
96, 82, 92, 174
97, 87, 90, 177
98, 82, 91, 173
99, 79, 92, 171
100, 84, 94, 178
