1, 78, 145, 223
2, 70, 151, 221
3, 84, 161, 245
4, 83, 163, 246
5, 76, 157, 233
6, 85, 170, 255
7, 87, 179, 266
8, 88, 178, 266
9, 83, 174, 257
10, 88, 183, 271
11, 89, 176, 265
12, 87, 180, 267
13, 82, 174, 256
14, 80, 175, 255
15, 85, 176, 261
16, 86, 178, 264
17, 87, 179, 266
18, 81, 166, 247
19, 81, 175, 256
20, 86, 181, 267
21, 85, 177, 262
22, 83, 169, 252
23, 83, 173, 256
24, 84, 179, 263
25, 87, 183, 270
26, 82, 167, 249
27, 84, 174, 258
28, 83, 176, 259
29, 74, 167, 241
30, 82, 178, 260
31, 81, 173, 254
32, 84, 180, 264
33, 86, 175, 261
34, 87, 180, 267
35, 85, 180, 265
36, 75, 169, 244
37, 81, 175, 256
38, 80, 173, 253
39, 86, 175, 261
40, 85, 174, 259
41, 86, 180, 266
42, 83, 177, 260
43, 84, 180, 264
44, 85, 178, 263
45, 84, 174, 258
46, 86, 178, 264
47, 83, 173, 256
48, 92, 185, 277
49, 87, 176, 263
50, 85, 176, 261
51, 92, 178, 270
52, 89, 180, 269
53, 88, 179, 267
54, 95, 184, 279
55, 89, 172, 261
56, 88, 175, 263
57, 87, 177, 264
58, 89, 175, 264
59, 91, 179, 270
60, 90, 186, 276
61, 93, 180, 273
62, 91, 181, 272
63, 88, 179, 267
64, 92, 185, 277
65, 92, 175, 267
66, 91, 185, 276
67, 92, 183, 275
68, 90, 175, 265
69, 91, 182, 273
70, 92, 186, 278
71, 87, 174, 261
72, 86, 172, 258
73, 83, 171, 254
74, 86, 166, 252
75, 91, 179, 270
76, 92, 183, 275
77, 83, 173, 256
78, 89, 181, 270
79, 81, 172, 253
80, 85, 177, 262
81, 80, 170, 250
82, 81, 172, 253
83, 81, 170, 251
84, 89, 179, 268
85, 81, 173, 254
86, 87, 181, 268
87, 85, 175, 260
88, 80, 174, 254
89, 81, 170, 251
90, 83, 172, 255
91, 87, 175, 262
92, 83, 177, 260
93, 89, 180, 269
94, 87, 179, 266
95, 86, 175, 261
96, 82, 174, 256
97, 78, 167, 245
98, 80, 176, 256
99, 88, 181, 269
100, 87, 179, 266
