1, 46, 62, 108
2, 40, 61, 101
3, 51, 51, 102
4, 48, 50, 98
5, 44, 64, 108
6, 56, 52, 108
7, 50, 59, 109
8, 49, 52, 101
9, 47, 57, 104
10, 52, 50, 102
11, 48, 45, 93
12, 42, 55, 97
13, 49, 50, 99
14, 52, 54, 106
15, 38, 61, 99
16, 49, 44, 93
17, 39, 43, 82
18, 54, 48, 102
19, 47, 41, 88
20, 60, 42, 102
21, 41, 38, 79
22, 44, 34, 78
23, 53, 32, 85
24, 38, 33, 71
25, 37, 32, 69
26, 29, 33, 62
27, 38, 33, 71
28, 28, 21, 49
29, 38, 36, 74
30, 30, 28, 58
31, 25, 38, 63
32, 31, 31, 62
33, 17, 26, 43
34, 23, 28, 51
35, 21, 28, 49
36, 25, 33, 58
37, 21, 31, 52
38, 14, 41, 55
39, 19, 26, 45
40, 14, 30, 44
41, 23, 41, 64
42, 18, 32, 50
43, 17, 29, 46
44, 20, 36, 56
45, 21, 28, 49
46, 17, 32, 49
47, 25, 27, 52
48, 21, 33, 54
49, 24, 33, 57
50, 25, 39, 64
51, 27, 30, 57
52, 21, 17, 38
53, 32, 25, 57
54, 28, 23, 51
55, 19, 27, 46
56, 18, 25, 43
57, 20, 23, 43
58, 27, 32, 59
59, 26, 26, 52
60, 27, 18, 45
61, 28, 17, 45
62, 19, 21, 40
63, 17, 19, 36
64, 18, 14, 32
65, 18, 20, 38
66, 21, 25, 46
67, 18, 16, 34
68, 18, 18, 36
69, 24, 20, 44
70, 23, 19, 42
71, 23, 19, 42
72, 24, 17, 41
73, 19, 19, 38
74, 21, 11, 32
75, 11, 16, 27
76, 22, 7, 29
77, 20, 9, 29
78, 17, 16, 33
79, 14, 16, 30
80, 14, 9, 23
81, 18, 13, 31
82, 23, 11, 34
83, 20, 17, 37
84, 17, 11, 28
85, 22, 16, 38
86, 22, 16, 38
87, 17, 6, 23
88, 15, 14, 29
89, 18, 6, 24
90, 20, 12, 32
91, 20, 10, 30
92, 18, 7, 25
93, 26, 7, 33
94, 19, 13, 32
95, 18, 13, 31
96, 20, 9, 29
97, 21, 7, 28
98, 17, 8, 25
99, 24, 5, 29
100, 21, 10, 31
----------------------